,index,community_full,value,label,community,graph,color,marker
307,left inferior parietal,front_gt_4,0,frontal,4,SUVR-derived graph,#814B91,^
308,left inferior parietal,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
309,left inferior parietal,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
310,left inferior parietal,latpar_shap_1,0,lat-par,1,SHAP-derived graph,#C25954,o
311,left inferior parietal,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
312,left inferior parietal,latpar_shap_2,0,lat-par,2,SHAP-derived graph,#939ABE,o
313,left inferior parietal,latpar_gt_2,1,lat-par,2,SUVR-derived graph,#939ABE,^
314,left inferior parietal,latpar_shap_3,0,lat-par,3,SHAP-derived graph,#D97F31,o
315,left inferior parietal,latpar_gt_3,0,lat-par,3,SUVR-derived graph,#D97F31,^
316,left inferior parietal,latpar_shap_4,0,lat-par,4,SHAP-derived graph,#814B91,o
317,left inferior parietal,latpar_gt_4,0,lat-par,4,SUVR-derived graph,#814B91,^
318,left inferior parietal,latpar_shap_5,1,lat-par,5,SHAP-derived graph,#71B8B4,o
319,left inferior parietal,latpar_gt_5,0,lat-par,5,SUVR-derived graph,#71B8B4,^
320,left inferior parietal,lattemp_shap_1,0,lat-temp,1,SHAP-derived graph,#C25954,o
321,left inferior parietal,lattemp_gt_1,0,lat-temp,1,SUVR-derived graph,#C25954,^
322,left inferior parietal,lattemp_shap_2,0,lat-temp,2,SHAP-derived graph,#939ABE,o
323,left inferior parietal,lattemp_gt_2,0,lat-temp,2,SUVR-derived graph,#939ABE,^
324,left inferior parietal,lattemp_shap_3,0,lat-temp,3,SHAP-derived graph,#D97F31,o
325,left inferior parietal,lattemp_gt_3,0,lat-temp,3,SUVR-derived graph,#D97F31,^
326,left inferior parietal,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
327,left inferior parietal,lattemp_gt_4,0,lat-temp,4,SUVR-derived graph,#814B91,^
328,left inferior parietal,lattemp_shap_5,1,lat-temp,5,SHAP-derived graph,#71B8B4,o
329,left inferior parietal,lattemp_gt_5,1,lat-temp,5,SUVR-derived graph,#71B8B4,^
330,left inferior parietal,medpar_shap_1,0,med-par,1,SHAP-derived graph,#C25954,o
331,left inferior parietal,medpar_gt_1,1,med-par,1,SUVR-derived graph,#C25954,^
332,left inferior parietal,medpar_shap_2,0,med-par,2,SHAP-derived graph,#939ABE,o
333,left inferior parietal,medpar_gt_2,0,med-par,2,SUVR-derived graph,#939ABE,^
334,left inferior parietal,medpar_shap_3,0,med-par,3,SHAP-derived graph,#D97F31,o
335,left inferior parietal,medpar_gt_3,0,med-par,3,SUVR-derived graph,#D97F31,^
336,left inferior parietal,medpar_shap_4,1,med-par,4,SHAP-derived graph,#814B91,o
337,left inferior parietal,medpar_gt_4,0,med-par,4,SUVR-derived graph,#814B91,^
338,left inferior parietal,medpar_shap_5,0,med-par,5,SHAP-derived graph,#71B8B4,o
339,left inferior parietal,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
340,left inferior parietal,medtemp_shap_1,1,med-temp,1,SHAP-derived graph,#C25954,o
341,left inferior parietal,medtemp_gt_1,0,med-temp,1,SUVR-derived graph,#C25954,^
342,left inferior parietal,medtemp_shap_2,0,med-temp,2,SHAP-derived graph,#939ABE,o
343,left inferior parietal,medtemp_gt_2,0,med-temp,2,SUVR-derived graph,#939ABE,^
344,left inferior parietal,medtemp_shap_3,0,med-temp,3,SHAP-derived graph,#D97F31,o
345,left inferior parietal,medtemp_gt_3,1,med-temp,3,SUVR-derived graph,#D97F31,^
346,left inferior parietal,medtemp_shap_4,0,med-temp,4,SHAP-derived graph,#814B91,o
347,left inferior parietal,medtemp_gt_4,0,med-temp,4,SUVR-derived graph,#814B91,^
348,left inferior parietal,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
349,left inferior parietal,medtemp_gt_5,0,med-temp,5,SUVR-derived graph,#71B8B4,^
350,left inferior parietal,occ_shap_1,0,occipital,1,SHAP-derived graph,#C25954,o
351,left inferior parietal,occ_gt_1,1,occipital,1,SUVR-derived graph,#C25954,^
352,left inferior parietal,occ_shap_2,0,occipital,2,SHAP-derived graph,#939ABE,o
353,left inferior parietal,occ_gt_2,0,occipital,2,SUVR-derived graph,#939ABE,^
354,left inferior parietal,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
355,left inferior parietal,occ_gt_3,0,occipital,3,SUVR-derived graph,#D97F31,^
356,left inferior parietal,occ_shap_4,0,occipital,4,SHAP-derived graph,#814B91,o
357,left inferior parietal,occ_gt_4,0,occipital,4,SUVR-derived graph,#814B91,^
358,left inferior parietal,occ_shap_5,1,occipital,5,SHAP-derived graph,#71B8B4,o
359,left inferior parietal,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
360,left inferior temporal,front_shap_1,1,frontal,1,SHAP-derived graph,#C25954,o
361,left inferior temporal,front_gt_1,0,frontal,1,SUVR-derived graph,#C25954,^
362,left inferior temporal,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
363,left inferior temporal,front_gt_2,1,frontal,2,SUVR-derived graph,#939ABE,^
364,left inferior temporal,front_shap_3,0,frontal,3,SHAP-derived graph,#D97F31,o
365,left inferior temporal,front_gt_3,0,frontal,3,SUVR-derived graph,#D97F31,^
366,left inferior temporal,front_shap_4,0,frontal,4,SHAP-derived graph,#814B91,o
367,left inferior temporal,front_gt_4,0,frontal,4,SUVR-derived graph,#814B91,^
368,left inferior temporal,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
369,left inferior temporal,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
370,left inferior temporal,latpar_shap_1,1,lat-par,1,SHAP-derived graph,#C25954,o
371,left inferior temporal,latpar_gt_1,1,lat-par,1,SUVR-derived graph,#C25954,^
372,left inferior temporal,latpar_shap_2,0,lat-par,2,SHAP-derived graph,#939ABE,o
373,left inferior temporal,latpar_gt_2,0,lat-par,2,SUVR-derived graph,#939ABE,^
374,left inferior temporal,latpar_shap_3,0,lat-par,3,SHAP-derived graph,#D97F31,o
375,left inferior temporal,latpar_gt_3,0,lat-par,3,SUVR-derived graph,#D97F31,^
376,left inferior temporal,latpar_shap_4,0,lat-par,4,SHAP-derived graph,#814B91,o
377,left inferior temporal,latpar_gt_4,0,lat-par,4,SUVR-derived graph,#814B91,^
378,left inferior temporal,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
379,left inferior temporal,latpar_gt_5,0,lat-par,5,SUVR-derived graph,#71B8B4,^
380,left inferior temporal,lattemp_shap_1,0,lat-temp,1,SHAP-derived graph,#C25954,o
381,left inferior temporal,lattemp_gt_1,1,lat-temp,1,SUVR-derived graph,#C25954,^
382,left inferior temporal,lattemp_shap_2,0,lat-temp,2,SHAP-derived graph,#939ABE,o
383,left inferior temporal,lattemp_gt_2,0,lat-temp,2,SUVR-derived graph,#939ABE,^
384,left inferior temporal,lattemp_shap_3,0,lat-temp,3,SHAP-derived graph,#D97F31,o
385,left inferior temporal,lattemp_gt_3,0,lat-temp,3,SUVR-derived graph,#D97F31,^
386,left inferior temporal,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
387,left inferior temporal,lattemp_gt_4,0,lat-temp,4,SUVR-derived graph,#814B91,^
388,left inferior temporal,lattemp_shap_5,1,lat-temp,5,SHAP-derived graph,#71B8B4,o
389,left inferior temporal,lattemp_gt_5,0,lat-temp,5,SUVR-derived graph,#71B8B4,^
390,left inferior temporal,medpar_shap_1,0,med-par,1,SHAP-derived graph,#C25954,o
391,left inferior temporal,medpar_gt_1,1,med-par,1,SUVR-derived graph,#C25954,^
392,left inferior temporal,medpar_shap_2,0,med-par,2,SHAP-derived graph,#939ABE,o
393,left inferior temporal,medpar_gt_2,0,med-par,2,SUVR-derived graph,#939ABE,^
394,left inferior temporal,medpar_shap_3,0,med-par,3,SHAP-derived graph,#D97F31,o
395,left inferior temporal,medpar_gt_3,0,med-par,3,SUVR-derived graph,#D97F31,^
396,left inferior temporal,medpar_shap_4,0,med-par,4,SHAP-derived graph,#814B91,o
397,left inferior temporal,medpar_gt_4,0,med-par,4,SUVR-derived graph,#814B91,^
398,left inferior temporal,medpar_shap_5,1,med-par,5,SHAP-derived graph,#71B8B4,o
399,left inferior temporal,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
400,left inferior temporal,medtemp_shap_1,1,med-temp,1,SHAP-derived graph,#C25954,o
401,left inferior temporal,medtemp_gt_1,0,med-temp,1,SUVR-derived graph,#C25954,^
402,left inferior temporal,medtemp_shap_2,0,med-temp,2,SHAP-derived graph,#939ABE,o
403,left inferior temporal,medtemp_gt_2,0,med-temp,2,SUVR-derived graph,#939ABE,^
404,left inferior temporal,medtemp_shap_3,0,med-temp,3,SHAP-derived graph,#D97F31,o
405,left inferior temporal,medtemp_gt_3,1,med-temp,3,SUVR-derived graph,#D97F31,^
406,left inferior temporal,medtemp_shap_4,0,med-temp,4,SHAP-derived graph,#814B91,o
407,left inferior temporal,medtemp_gt_4,0,med-temp,4,SUVR-derived graph,#814B91,^
408,left inferior temporal,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
409,left inferior temporal,medtemp_gt_5,0,med-temp,5,SUVR-derived graph,#71B8B4,^
410,left inferior temporal,occ_shap_1,0,occipital,1,SHAP-derived graph,#C25954,o
411,left inferior temporal,occ_gt_1,0,occipital,1,SUVR-derived graph,#C25954,^
412,left inferior temporal,occ_shap_2,1,occipital,2,SHAP-derived graph,#939ABE,o
413,left inferior temporal,occ_gt_2,0,occipital,2,SUVR-derived graph,#939ABE,^
414,left inferior temporal,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
415,left inferior temporal,occ_gt_3,1,occipital,3,SUVR-derived graph,#D97F31,^
416,left inferior temporal,occ_shap_4,0,occipital,4,SHAP-derived graph,#814B91,o
417,left inferior temporal,occ_gt_4,0,occipital,4,SUVR-derived graph,#814B91,^
418,left inferior temporal,occ_shap_5,0,occipital,5,SHAP-derived graph,#71B8B4,o
419,left inferior temporal,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
420,left insula,front_shap_1,1,frontal,1,SHAP-derived graph,#C25954,o
421,left insula,front_gt_1,0,frontal,1,SUVR-derived graph,#C25954,^
422,left insula,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
423,left insula,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
424,left insula,front_shap_3,0,frontal,3,SHAP-derived graph,#D97F31,o
425,left insula,front_gt_3,0,frontal,3,SUVR-derived graph,#D97F31,^
426,left insula,front_shap_4,0,frontal,4,SHAP-derived graph,#814B91,o
427,left insula,front_gt_4,1,frontal,4,SUVR-derived graph,#814B91,^
428,left insula,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
429,left insula,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
430,left insula,latpar_shap_1,1,lat-par,1,SHAP-derived graph,#C25954,o
431,left insula,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
432,left insula,latpar_shap_2,0,lat-par,2,SHAP-derived graph,#939ABE,o
433,left insula,latpar_gt_2,0,lat-par,2,SUVR-derived graph,#939ABE,^
434,left insula,latpar_shap_3,0,lat-par,3,SHAP-derived graph,#D97F31,o
435,left insula,latpar_gt_3,0,lat-par,3,SUVR-derived graph,#D97F31,^
436,left insula,latpar_shap_4,0,lat-par,4,SHAP-derived graph,#814B91,o
437,left insula,latpar_gt_4,0,lat-par,4,SUVR-derived graph,#814B91,^
438,left insula,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
439,left insula,latpar_gt_5,1,lat-par,5,SUVR-derived graph,#71B8B4,^
440,left insula,lattemp_shap_1,1,lat-temp,1,SHAP-derived graph,#C25954,o
441,left insula,lattemp_gt_1,0,lat-temp,1,SUVR-derived graph,#C25954,^
442,left insula,lattemp_shap_2,0,lat-temp,2,SHAP-derived graph,#939ABE,o
443,left insula,lattemp_gt_2,0,lat-temp,2,SUVR-derived graph,#939ABE,^
444,left insula,lattemp_shap_3,0,lat-temp,3,SHAP-derived graph,#D97F31,o
445,left insula,lattemp_gt_3,0,lat-temp,3,SUVR-derived graph,#D97F31,^
446,left insula,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
447,left insula,lattemp_gt_4,1,lat-temp,4,SUVR-derived graph,#814B91,^
448,left insula,lattemp_shap_5,0,lat-temp,5,SHAP-derived graph,#71B8B4,o
449,left insula,lattemp_gt_5,0,lat-temp,5,SUVR-derived graph,#71B8B4,^
450,left insula,medpar_shap_1,1,med-par,1,SHAP-derived graph,#C25954,o
451,left insula,medpar_gt_1,0,med-par,1,SUVR-derived graph,#C25954,^
452,left insula,medpar_shap_2,0,med-par,2,SHAP-derived graph,#939ABE,o
453,left insula,medpar_gt_2,0,med-par,2,SUVR-derived graph,#939ABE,^
454,left insula,medpar_shap_3,0,med-par,3,SHAP-derived graph,#D97F31,o
455,left insula,medpar_gt_3,1,med-par,3,SUVR-derived graph,#D97F31,^
456,left insula,medpar_shap_4,0,med-par,4,SHAP-derived graph,#814B91,o
457,left insula,medpar_gt_4,0,med-par,4,SUVR-derived graph,#814B91,^
458,left insula,medpar_shap_5,0,med-par,5,SHAP-derived graph,#71B8B4,o
459,left insula,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
460,left insula,medtemp_shap_1,0,med-temp,1,SHAP-derived graph,#C25954,o
461,left insula,medtemp_gt_1,1,med-temp,1,SUVR-derived graph,#C25954,^
462,left insula,medtemp_shap_2,0,med-temp,2,SHAP-derived graph,#939ABE,o
463,left insula,medtemp_gt_2,0,med-temp,2,SUVR-derived graph,#939ABE,^
464,left insula,medtemp_shap_3,1,med-temp,3,SHAP-derived graph,#D97F31,o
465,left insula,medtemp_gt_3,0,med-temp,3,SUVR-derived graph,#D97F31,^
466,left insula,medtemp_shap_4,0,med-temp,4,SHAP-derived graph,#814B91,o
467,left insula,medtemp_gt_4,0,med-temp,4,SUVR-derived graph,#814B91,^
468,left insula,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
469,left insula,medtemp_gt_5,0,med-temp,5,SUVR-derived graph,#71B8B4,^
470,left insula,occ_shap_1,1,occipital,1,SHAP-derived graph,#C25954,o
471,left insula,occ_gt_1,0,occipital,1,SUVR-derived graph,#C25954,^
472,left insula,occ_shap_2,0,occipital,2,SHAP-derived graph,#939ABE,o
473,left insula,occ_gt_2,1,occipital,2,SUVR-derived graph,#939ABE,^
474,left insula,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
475,left insula,occ_gt_3,0,occipital,3,SUVR-derived graph,#D97F31,^
476,left insula,occ_shap_4,0,occipital,4,SHAP-derived graph,#814B91,o
477,left insula,occ_gt_4,0,occipital,4,SUVR-derived graph,#814B91,^
478,left insula,occ_shap_5,0,occipital,5,SHAP-derived graph,#71B8B4,o
479,left insula,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
480,left isthmus cingulate,front_shap_1,0,frontal,1,SHAP-derived graph,#C25954,o
481,left isthmus cingulate,front_gt_1,1,frontal,1,SUVR-derived graph,#C25954,^
482,left isthmus cingulate,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
483,left isthmus cingulate,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
484,left isthmus cingulate,front_shap_3,1,frontal,3,SHAP-derived graph,#D97F31,o
485,left isthmus cingulate,front_gt_3,0,frontal,3,SUVR-derived graph,#D97F31,^
486,left isthmus cingulate,front_shap_4,0,frontal,4,SHAP-derived graph,#814B91,o
487,left isthmus cingulate,front_gt_4,0,frontal,4,SUVR-derived graph,#814B91,^
488,left isthmus cingulate,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
489,left isthmus cingulate,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
490,left isthmus cingulate,latpar_shap_1,1,lat-par,1,SHAP-derived graph,#C25954,o
491,left isthmus cingulate,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
492,left isthmus cingulate,latpar_shap_2,0,lat-par,2,SHAP-derived graph,#939ABE,o
493,left isthmus cingulate,latpar_gt_2,0,lat-par,2,SUVR-derived graph,#939ABE,^
494,left isthmus cingulate,latpar_shap_3,0,lat-par,3,SHAP-derived graph,#D97F31,o
495,left isthmus cingulate,latpar_gt_3,1,lat-par,3,SUVR-derived graph,#D97F31,^
496,left isthmus cingulate,latpar_shap_4,0,lat-par,4,SHAP-derived graph,#814B91,o
497,left isthmus cingulate,latpar_gt_4,0,lat-par,4,SUVR-derived graph,#814B91,^
498,left isthmus cingulate,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
499,left isthmus cingulate,latpar_gt_5,0,lat-par,5,SUVR-derived graph,#71B8B4,^
500,left isthmus cingulate,lattemp_shap_1,0,lat-temp,1,SHAP-derived graph,#C25954,o
501,left isthmus cingulate,lattemp_gt_1,0,lat-temp,1,SUVR-derived graph,#C25954,^
502,left isthmus cingulate,lattemp_shap_2,0,lat-temp,2,SHAP-derived graph,#939ABE,o
503,left isthmus cingulate,lattemp_gt_2,0,lat-temp,2,SUVR-derived graph,#939ABE,^
504,left isthmus cingulate,lattemp_shap_3,1,lat-temp,3,SHAP-derived graph,#D97F31,o
505,left isthmus cingulate,lattemp_gt_3,0,lat-temp,3,SUVR-derived graph,#D97F31,^
506,left isthmus cingulate,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
507,left isthmus cingulate,lattemp_gt_4,0,lat-temp,4,SUVR-derived graph,#814B91,^
508,left isthmus cingulate,lattemp_shap_5,0,lat-temp,5,SHAP-derived graph,#71B8B4,o
509,left isthmus cingulate,lattemp_gt_5,1,lat-temp,5,SUVR-derived graph,#71B8B4,^
510,left isthmus cingulate,medpar_shap_1,0,med-par,1,SHAP-derived graph,#C25954,o
511,left isthmus cingulate,medpar_gt_1,1,med-par,1,SUVR-derived graph,#C25954,^
512,left isthmus cingulate,medpar_shap_2,0,med-par,2,SHAP-derived graph,#939ABE,o
513,left isthmus cingulate,medpar_gt_2,0,med-par,2,SUVR-derived graph,#939ABE,^
514,left isthmus cingulate,medpar_shap_3,0,med-par,3,SHAP-derived graph,#D97F31,o
515,left isthmus cingulate,medpar_gt_3,0,med-par,3,SUVR-derived graph,#D97F31,^
516,left isthmus cingulate,medpar_shap_4,1,med-par,4,SHAP-derived graph,#814B91,o
517,left isthmus cingulate,medpar_gt_4,0,med-par,4,SUVR-derived graph,#814B91,^
518,left isthmus cingulate,medpar_shap_5,0,med-par,5,SHAP-derived graph,#71B8B4,o
519,left isthmus cingulate,medpar_gt_5,0,med-par,5,SUVR-derived graph,#71B8B4,^
520,left isthmus cingulate,medtemp_shap_1,0,med-temp,1,SHAP-derived graph,#C25954,o
521,left isthmus cingulate,medtemp_gt_1,0,med-temp,1,SUVR-derived graph,#C25954,^
522,left isthmus cingulate,medtemp_shap_2,1,med-temp,2,SHAP-derived graph,#939ABE,o
523,left isthmus cingulate,medtemp_gt_2,0,med-temp,2,SUVR-derived graph,#939ABE,^
524,left isthmus cingulate,medtemp_shap_3,0,med-temp,3,SHAP-derived graph,#D97F31,o
525,left isthmus cingulate,medtemp_gt_3,0,med-temp,3,SUVR-derived graph,#D97F31,^
526,left isthmus cingulate,medtemp_shap_4,0,med-temp,4,SHAP-derived graph,#814B91,o
527,left isthmus cingulate,medtemp_gt_4,0,med-temp,4,SUVR-derived graph,#814B91,^
528,left isthmus cingulate,medtemp_shap_5,0,med-temp,5,SHAP-derived graph,#71B8B4,o
529,left isthmus cingulate,medtemp_gt_5,1,med-temp,5,SUVR-derived graph,#71B8B4,^
530,left isthmus cingulate,occ_shap_1,0,occipital,1,SHAP-derived graph,#C25954,o
531,left isthmus cingulate,occ_gt_1,1,occipital,1,SUVR-derived graph,#C25954,^
532,left isthmus cingulate,occ_shap_2,1,occipital,2,SHAP-derived graph,#939ABE,o
533,left isthmus cingulate,occ_gt_2,0,occipital,2,SUVR-derived graph,#939ABE,^
534,left isthmus cingulate,occ_shap_3,0,occipital,3,SHAP-derived graph,#D97F31,o
535,left isthmus cingulate,occ_gt_3,0,occipital,3,SUVR-derived graph,#D97F31,^
536,left isthmus cingulate,occ_shap_4,0,occipital,4,SHAP-derived graph,#814B91,o
537,left isthmus cingulate,occ_gt_4,0,occipital,4,SUVR-derived graph,#814B91,^
538,left isthmus cingulate,occ_shap_5,0,occipital,5,SHAP-derived graph,#71B8B4,o
539,left isthmus cingulate,occ_gt_5,0,occipital,5,SUVR-derived graph,#71B8B4,^
540,left lateral occipital,front_shap_1,0,frontal,1,SHAP-derived graph,#C25954,o
541,left lateral occipital,front_gt_1,1,frontal,1,SUVR-derived graph,#C25954,^
542,left lateral occipital,front_shap_2,0,frontal,2,SHAP-derived graph,#939ABE,o
543,left lateral occipital,front_gt_2,0,frontal,2,SUVR-derived graph,#939ABE,^
544,left lateral occipital,front_shap_3,1,frontal,3,SHAP-derived graph,#D97F31,o
545,left lateral occipital,front_gt_3,0,frontal,3,SUVR-derived graph,#D97F31,^
546,left lateral occipital,front_shap_4,0,frontal,4,SHAP-derived graph,#814B91,o
547,left lateral occipital,front_gt_4,0,frontal,4,SUVR-derived graph,#814B91,^
548,left lateral occipital,front_shap_5,0,frontal,5,SHAP-derived graph,#71B8B4,o
549,left lateral occipital,front_gt_5,0,frontal,5,SUVR-derived graph,#71B8B4,^
550,left lateral occipital,latpar_shap_1,0,lat-par,1,SHAP-derived graph,#C25954,o
551,left lateral occipital,latpar_gt_1,0,lat-par,1,SUVR-derived graph,#C25954,^
552,left lateral occipital,latpar_shap_2,1,lat-par,2,SHAP-derived graph,#939ABE,o
553,left lateral occipital,latpar_gt_2,1,lat-par,2,SUVR-derived graph,#939ABE,^
554,left lateral occipital,latpar_shap_3,0,lat-par,3,SHAP-derived graph,#D97F31,o
555,left lateral occipital,latpar_gt_3,0,lat-par,3,SUVR-derived graph,#D97F31,^
556,left lateral occipital,latpar_shap_4,0,lat-par,4,SHAP-derived graph,#814B91,o
557,left lateral occipital,latpar_gt_4,0,lat-par,4,SUVR-derived graph,#814B91,^
558,left lateral occipital,latpar_shap_5,0,lat-par,5,SHAP-derived graph,#71B8B4,o
559,left lateral occipital,latpar_gt_5,0,lat-par,5,SUVR-derived graph,#71B8B4,^
560,left lateral occipital,lattemp_shap_1,0,lat-temp,1,SHAP-derived graph,#C25954,o
561,left lateral occipital,lattemp_gt_1,0,lat-temp,1,SUVR-derived graph,#C25954,^
562,left lateral occipital,lattemp_shap_2,0,lat-temp,2,SHAP-derived graph,#939ABE,o
563,left lateral occipital,lattemp_gt_2,1,lat-temp,2,SUVR-derived graph,#939ABE,^
564,left lateral occipital,lattemp_shap_3,1,lat-temp,3,SHAP-derived graph,#D97F31,o
565,left lateral occipital,lattemp_gt_3,0,lat-temp,3,SUVR-derived graph,#D97F31,^
566,left lateral occipital,lattemp_shap_4,0,lat-temp,4,SHAP-derived graph,#814B91,o
567,left lateral occipital,lattemp_gt_4,0,lat-temp,4,SUVR-derived graph,#814B91,^
568,left lateral occipital,lattemp_shap_5,0,lat-temp,5,SHAP-derived graph,#71B8B4,o
569,left lateral occipital,lattemp_gt_5,0,lat-temp,5,SUVR-derived graph,#71B8B4,^
570,left lateral occipital,medpar_shap_1,0,med-par,1,SHAP-derived graph,#C25954,o
571,left lateral occipital,medpar_gt_1,1,med-par,1,SUVR-derived graph,#C25954,^
572,left lateral occipital,medpar_shap_2,0,med-par,2,SHAP-derived graph,#939ABE,o
573,left lateral occipital,medpar_gt_2,0,med-par,2,SUVR-derived graph,#939ABE,^
